epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,17.617,1.26192,2.59052,1.42218,0.02133,0.78049,0.18531,0.08581,1.4258,2.85363,1.3379,2e-05,2e-05,2e-05
